START,END,SPEAKER,TEXT
00:39:19:25,00:40:33:37,August den Hollander,"Aan de ene kant denk ik dat binnen de erfgoedwereld zelf een goed proces van verbreding bezig is. Toevallig ga ik vanmiddag voor het eerst naar de Nationale Onderzoeksraad Erfgoed, omdat men vindt dat religieus erfgoed - dat zat er nog niet in - er ook een plek in moet hebben. Het is daar meer gericht op samenwerking. Wat mij zorgen baart is de politisering van erfgoed in de samenleving en de afschuwelijke manier waarop dat ingezet wordt om groepen andere groepen in de samenleving uit te laten sluiten. Bijvoorbeeld dat gedweep met de joods-christelijke traditie. Als term sowieso al vreselijk ongelukkig, maar het is vooral bedoeld tegen de islam. Het is altijd zo dat je iets van je erfgoed, je gemeende identiteit, gaat inzetten om een ander uit te sluiten."
00:40:33:37,00:40:56:22,August den Hollander,"Dat is iets waarvoor we altijd moeten waken. Dat erfgoed niet een middel gaat worden om anderen uit te sluiten en te zeggen: jij bent geen onderdeel van ons verhaal. Erfgoed is in die zin altijd gevaarlijk, dat wanneer je een verhaal maakt, het een inclusief verhaal moet zijn en niet een ander moet uitsluiten."
00:41:01:72,00:42:06:19,David Oldenhof-Boks,"We hebben veel besproken, maar het staat voorop dat erfgoed alleen maar relevanter wordt in een wereld die soms zijn eigen verhaal aan het zoeken is. Waar komen we vandaan als instelling? Wie zijn we? Het concrete object is daar net zo belangrijk voor en misschien wel belangrijker om te voelen waar we vandaan komen. Wat zijn concrete wortels? Jullie hebben allebei verteld wat de waarde is van die objecten, hoe dat nieuwsgierigheid opwekt en prikkelende vragen kan stellen, maar ook wat de waarde is om dat juist digitaal doen. Dat die elkaar altijd moeten kunnen versterken en dat digitaal erfgoed grote kansen biedt om diverse verhalen te vertellen, omdat je veel objecten aan elkaar kan verbinden. Misschien zijn die verbindingen grenzeloos."
00:42:06:19,00:43:02:17,David Oldenhof-Boks,"Wie bepaalt waar de verbindingen liggen? Ons verleden is altijd erg verbonden met andere landen, bevolkingsgroepen en andere verhalen. Misschien kan digitaal erfgoed die verbindingen laten zien. Bibliotheken spelen daar een grote rol in, omdat ze goed zijn in zorgen voor het erfgoed, maar ze ook zorgen dat informatie over erfgoed goed beschikbaar is, zodat die verbindingen digitaal gelegd kunnen worden. Dus dank jullie wel voor het fijne gesprek. Hebben jullie nog bepaalde dingen, zoals een boodschap voor de luisteraar of een bepaald boek of artikel wat zij moeten lezen? Een film kijken, een bepaald erfgoedobject of tentoonstelling bezoeken?"
00:43:04:11,00:43:57:48,August den Hollander,"Volgend jaar bestaat Amsterdam 750 jaar. Amsterdam is een stad die in die eeuwen erfgoed in zich heeft opgebouwd van allerlei groepen die in die stad gewoond en geleefd hebben onder verschillende condities. Dus ik zou zeggen: ga erop uit. Ga in die stad rondlopen en kijken. Kijk iets hoger dan het straatniveau, want veel van de geschiedenis zit verstopt op een iets hogere verdieping dan het straatniveau. Wees nieuwsgierig en kijk vooral om je heen, en niet alleen naar de etalages van de winkels."
00:43:57:48,00:43:57:48,David Oldenhof-Boks,Michiel?
00:44:02:03,00:45:04:55,Michiel Cock,"Ik doe wat schaamteloze zelfpromotie van de VU: onze VU ART SCIENCE GALLERY. Elke expositie daar is raak en gaat over het kruispunt van kunst en wetenschap. Er zijn twee, drie exposities per jaar. Nu gaat die toevallig over werk. Ga erheen. Het is altijd meer dan het bezichtigen waard. Eén boek dat ik het afgelopen jaar gelezen heb en wat misschien het beste boek was dat ik gelezen heb, heet in een Engelse vertaling The Forbidden Notebook. Het gaat over een huisvrouw in Rome, net na de Tweede Wereldoorlog, die een dagboek begint. Het kopen van het ding zelf is al een subversieve daad en zij begint zich dan pas te realiseren hoe haar leven eigenlijk is. Het geeft een heel krachtig beeld van hoe anders het daar is. The Forbidden Notebook, Alba de Cespédes. In het Engels, maar hij is waarschijnlijk in de oorspronkelijke Italiaans uitgave en in de Nederlandse vertaling verkrijgbaar. Prachtig boek."
00:45:04:55,00:45:07:52,David Oldenhof-Boks,"Mooi, we zetten hem in de shownotes."
00:45:08:31,00:45:08:62,Maurice Vanderfeesten,Dank jullie wel.
00:45:10:61,00:45:20:05,David Oldenhof-Boks,"Hartelijk dank voor jullie expertise, kennis, en jullie passie voor het vak. Dat spreekt uit alles. Dus dank jullie wel."
00:45:20:40,00:45:26:34,Michiel Cock,Dank je wel voor de gelegenheid om hier ruim drie kwartier over erfgoed te kunnen praten.
00:45:27:29,00:45:27:52,Maurice Vanderfeesten,Is toch heerlijk?
00:45:27:52,00:45:27:79,David Oldenhof-Boks,Altijd leuk.
00:45:28:05,00:45:30:12,August den Hollander,Heel veel dank en succes met de podcast.
00:45:30:12,00:45:30:71,Maurice Vanderfeesten,Dank je wel.
00:45:30:71,00:45:30:71,David Oldenhof-Boks,Dank je wel.
