START,END,SPEAKER,TEXT
00:32:51:53,00:33:28:00,Cees van Gent,"Ze noemen het geen Nederlands. Ze noemen het taal. Er wordt Engels gegeven. Dat wordt wél zo genoemd. Er zijn zelfs kleuterscholen die Chinees geven. Dat is een taal die niet bestaat. Ik vermoed dat ze Mandarijn bedoelen Wat ik echt absoluut niet begrijp, is dat er nog geen kleuterschool is die mensen leert programmeren, want dat is ook een taal. We zijn nog niet echt heel erg vreselijk goed bezig met het analyseren van de levels waarop we mensen willen gaan indelen voor de nabije toekomst."
00:33:28:42,00:33:38:72,Maurice Vanderfeesten,"Als je wat er allemaal niet is, omdraait, hoe ziet het ideale plaatje er dan uit? Wat is de aantrekkingskracht van de toekomst?"
00:33:44:39,00:34:17:70,Cees van Gent,"Wat mij het meest zou intrigeren, is hoe men in staat is om zo meteen weer verbinding te zoeken. Er op dit moment alleen maar virtuele verbinding. Ik zie en ik merk - kijk maar om je heen als je in een trein zit - dat mensen wel met elkaar in verbinding staan, maar niet meer op een manier zoals ik vroeger met mensen in verbinding stond en ik ben benieuwd hoe men dat gaat vormgeven de komende 10, 20 jaar."
00:34:19:30,00:34:23:02,David Oldenhof,Is het dan met behulp van technologie of moeten we de technologie juist uitzetten?
00:34:27:63,00:34:46:17,Cees van Gent,De telefoon is een technologisch hoogstandje. Telefonie is een technologisch hoogstandje. Dat weet ik niet. Ik denk dat je aan de technologie niet ontkomt. Je ontkomt in ieder geval niet aan de infrastructuur.
00:34:48:37,00:34:52:84,Maurice Vanderfeesten,"Rens, hoe zie jij dit? Wat is jouw ideale plaatje van de toekomst?"
00:34:54:03,00:35:40:19,Rens van der Vorst,"Mijn ideale plaatje is: ik denk heel erg dat het heel tof zou zijn als onderwijs teruggaat naar waarvoor het bedoeld is. Ik heb het al een paar keer gezegd in deze podcast. Dat is leren. Nu is het zo dat alles draait om certificeren. Dat papiertje is echt superveel waard. Als je kijkt naar Nederland, mag je niet meer discrimineren, toch? Dat is een goede zaak. Als je iemand aanneemt, mag je niet zeggen: Cees neem ik niet aan, want hij is veel te oud. Dat mag niet, want dat is leeftijdsdiscriminatie. Je mag ook niet zeggen: die neem ik niet aan, want die heeft niet de goede huidskleur of die heeft niet het goede gender. Maar je mag moeiteloos zeggen: die persoon neem ik niet aan, want die heeft 25 jaar geleden niet het goede diploma gehaald. Ik heb hier toevallig ook iemand die net een ander diploma gehaald heeft."
00:35:40:19,00:36:16:65,Rens van der Vorst,"Ik neem die aan, terwijl dat helemaal niet meer relevant is. Het zou heel tof zijn als we dat certificeren zouden kunnen loslaten en meer zouden teruggaan naar leren. Je komt bij Fontys of bij de VU of whatever. Wij leren jou zoveel mogelijk. Daar hebben we alles op ingericht. Al die sheeting en al die andere dingen hoeven we niet meer te doen. Je leert hier zoveel je kan. Het ligt aan jou hoeveel je leert. Dan ga je op een gegeven moment weg en heb je een hoop dingen geleerd en die ga je ergens in de praktijk brengen. Veel plezier ermee! Als je het niet kan, komen ze er vanzelf achter dat je er niet goed in bent. We kunnen alleen maar vertellen wat wij denken dat jij geleerd hebt. Als je dat zou doen, is dat een heel andere manier van denken."
00:36:16:65,00:37:05:51,Rens van der Vorst,"Dan kan iemand twee jaar bij ons komen studeren, of drie of zes of whatever, hoeveel hij ook wil leren. Dan kan hij allerlei kanten opgaan. Dan kan hij zelf verzamelen en bewijzen wat hij allemaal geleerd heeft. Dan gaat hij daarmee uiteindelijk die arbeidsmarkt op, die continu aan het veranderen is, ook onder invloed van die technologie. Op die manier heb je een heel ander model. Een beetje dromen over de toekomst: dat is het ideale plaatje. Als je dat heel andere model hebt, valt er zoveel druk weg in de instelling zelf, want dan is dat hele wantrouwen weg. Heb je het echt geleerd? Heb je niet valsgespeeld? Heb je niet met je rekenmachine of je ChatGPT lopen rotzooien? Kan je het echt? Wat zijn de accreditatienormen? Dat valt allemaal weg en kun je je weer terug gaan fixeren op waar het echt om gaat, namelijk: wat wil jij leren en hoe kunnen we je daarbij helpen?"
00:37:05:68,00:37:18:51,David Oldenhof,Wat is de rol van bijvoorbeeld de docent en de ondersteuning van zo'n universiteit? Wat is de waarde van zo'n instelling? Kunnen studenten dat ook een soort van zelf zonder een instelling?
00:37:19:62,00:37:31:00,Rens van der Vorst,"Ja, dat kunnen ze inderdaad ook zelf zonder een instelling. Dat is interessant, want dan krijg je precies die vraag voor je neus: wat is dan nog de waarde van de instelling? Dat is natuurlijk een supergoede vraag, toch? Het is heel fijn om die vraag te kunnen stellen."
00:37:31:00,00:37:33:64,Cees van Gent,Wat is de waarde van accreditatie?
00:37:33:64,00:38:17:53,Rens van der Vorst,"Dan kun je ook weer gaan denken: oké, de waarde van een instelling is heel veel: - wat Cees ook zei - wij kunnen ontmoetingen organiseren. Wij kunnen dingen on campus, fysiek laten gebeuren, waarbij je allerlei skills kunt opdoen die je technologisch veel moeilijker voor elkaar krijgt. Wij hebben gebouwen. Wij hebben mensen die daarbij kunnen helpen. Dat is een duidelijke waarde van een instelling die heel anders is dan in de online wereld. We kunnen ook nadenken - wat jij net ook vroeg aan Cees - over: speelt technologie in die toekomst wél een rol of niet? Mijn antwoord zou zijn: heel erg, maar wel veel betere technologie. Op dit moment hebben we technologie die vooral heel goed in staat is om onze slechte eigenschappen te versterken."
00:38:18:20,00:38:56:71,Rens van der Vorst,"Als je denkt: ik wil mijn studenten of mijn burgers of whatever een beetje bozer en impulsiever maken, een beetje polariseren, tegen elkaar opzetten en voorliegen en dat soort dingen, dan heb je al alle technologie die je nodig hebt. Als je zou zeggen: ik wil mijn burgers een beetje socialer en creatiever en aardiger voor de buurvrouw en leukere mensen maken, dan is dat supermoeilijk met technologie. Onze huidige technologie - gecombineerd met het kapitalistische model waar Cees het ook over had: iedereen gaat werken voor die bedrijven - is veel te veel in staat om onze slechte eigenschappen te versterken in plaats van onze goede eigenschappen te versterken."
00:38:56:73,00:39:07:43,David Oldenhof,Zie je ergens bedrijven of technologieën die wél worden ontwikkeld om de goede kanten te ontwikkelen? Zie je ergens iets van hoop?
00:39:07:43,00:40:04:87,Rens van der Vorst,"Ik zie dat een beetje, maar die zijn heel klein of heel sporadisch. FaceTime vind ik een mooie technologie. Dan kan je nog eens met je oma praten terwijl je er niet naartoe hoeft. Teams kan best prima zijn als je het een-op-een gebruikt, want dan kan je je studenten tien keer spreken in plaats van één keer per jaar. Er zijn van die fragmenten, er zijn ook bedrijven die dat proberen te doen, maar fundamenteel is het heel ingewikkeld. Ik geef altijd een voorbeeld. Als ik een boze tweet stuur, - of een X of een post of hoe ik het noem, iets over Maurice Steijn, bij voorkeur, want ik ben een Bredanaar, dat klikt niet - dan zul je zien dat X of Twitter dat meteen herkent. Die gaat die tweet vervolgens onder de aandacht brengen van een hoop mensen, omdat ze denken: als iedereen boos wordt, verdienen wij meer geld."
00:40:04:87,00:40:26:36,Rens van der Vorst,"If you enrage them, you engage them. Ze zouden ook kunnen zeggen: Rens stuurt een boze tweet. Die herken ik. Die hou ik even tien minuten vast en na tien minuten vraag ik aan Rens: luister, kijk even, wil je deze tweet echt versturen? Dan zul je zien dat ik misschien zeg: nee, doe maar niet. Dan is dat technologie die denkt: er is een betere iemand en die betere iemand ga ik proberen aan te spreken."
00:40:28:68,00:40:43:40,David Oldenhof,Dan zit daar geen commercieel belang achter. Dan ben je jezelf een beetje in de voet aan het schieten als je geld wil verdienen. Dan is daar een veel grotere rol voor bijvoorbeeld de overheid als non-profitinstelling om zoiets te doen.
00:40:43:81,00:41:19:41,Rens van der Vorst,"Ja, maar die rol wordt op allerlei andere gebieden moeiteloos genomen, als het gaat over aan welke privacyeisen je als instelling moet voldoen of over hoe veilig bepaalde producten of etenswaren die in Nederland komen, moeten zijn. Dan gaat het over technologie en dan geldt dat in één keer niet. Ik denk dat we daar veel volwassener in moeten worden. Het is een beetje besides the point, maar als we technologie gaan gebruiken in dat onderwijs om die studenten veel meer te laten leren, zullen we ook heel goed moeten nadenken over wat dan betere technologie is. Dat begint met een positief mensbeeld in plaats van een negatief mensbeeld."
00:41:21:02,00:41:49:94,Cees van Gent,"Wat heel verrassend is, is dat wij het gemiddeld in eens in de vijf zinnen hebben over profit, over winst, over modellen die systemen of bedrijven rijker maken. We hebben het niet over geesten die verrijkt worden. We hebben het elke keer over dollars in plaats van over geestelijk en sociaal kapitaal."
00:41:50:26,00:42:05:29,Maurice Vanderfeesten,In plaats van het GDP wil je het BNG - het bruto nationaal geluk - meten.
00:42:05:29,00:42:38:76,Cees van Gent,Ik denk dat dit staat of valt met de manier waarop wij mensen onderwijzen. Op een of andere manier begint die ratrace in West-Europese en niet in andere landen al heel erg jong en in Nederland extreem jong. Daar moeten ze op hun twaalfde feitelijk al kiezen. Mensen staan op hun twaalfde - en sommige al op hun elfde - al op een kruispunt. Dat is heel bizar.
00:42:38:76,00:42:50:82,David Oldenhof,"Cees, welk mensbeeld of welke filosofie zie jij achter de manier waarop aan de VU onderwijs wordt gegeven of waarop academisch onderwijs wordt gegeven?"
00:42:50:82,00:42:55:57,Cees van Gent,Jeetje.
00:42:55:57,00:43:25:66,David Oldenhof,"Zoals Rens het zei. Hij wil uitgaan van een positief mensbeeld, zelf leren in plaats van: de student wil toch niet leren. Er kunnen negatieve associaties aan het type technologie zitten dat we gebruiken, zoals anti cheat software enzovoort. Ik vroeg me af: wat zie jij om je heen? Het is een beetje groot geformuleerd, maar wat zie je als een soort van aannames over studenten om je heen, binnen de VU?"
00:43:27:66,00:44:32:44,Cees van Gent,"Als ik om me heen kijk, dan zie ik dat studenten vanuit een bepaald bewustzijn specifiek kiezen voor de VU. Dat specifieke is niet alleen geografisch, - het is lekker dichtbij - is niet alleen sociaal, - mijn vrienden gaan er ook naartoe - maar dat komt omdat de VU ergens voor staat. Tenminste: de VU heeft haar marketing heel erg goed op orde. Ze zeggen dat ze ergens voor staan. Dat zijn de studenten die inkomen, de bachelorstudenten. Laten we verheugd zijn, laten we blij zijn dat die boodschap die wij willen uitstralen - dat is een inclusieve boodschap, dat is: we kijken naar elkaar om, dat soort dingen - landt bij de inkomende studenten. Ik vermoed zelfs dat die ook landt bij de internationale inkomende studenten op masterniveau."
00:44:34:29,00:45:39:58,Cees van Gent,"Nu heb ik heel slecht vergelijkingsmateriaal, want ik zie alleen maar wat er op de VU gebeurt. Ik kan slecht zien hoe dat bij Fontys of in Twente is. Naar Twente ga je voor een ander soort onderwijs of in ieder geval voor een ander soort leren of kennisontwikkeling. Als je dan kijkt naar de VU zelf, - als het onderwijs wordt verzorgd of als het instituut opererend is - dan zijn er heel veel prachtige visies waar je het absoluut niet mee oneens kan zijn. Als je het er wél oneens mee bent, moet je niet op de VU zijn. Dan wordt het weer wat minder. Dan wordt de uitvoering ingewikkelder en complexer, zegt men. Ik heb natuurlijk geen seriële onderzoeken gedaan, maar dan lijkt het alsof dat te moeilijk wordt om je daaraan te houden."
00:45:39:58,00:46:30:92,Cees van Gent,"Dat snap ik ook, want de gemiddelde docent moet natuurlijk eerst zijn kennis overdragen en kan dan pas weer kijken naar visie en waar de VU voor staat. Het is een hondje dat zichzelf op het strand achternaloopt en de hele tijd zijn staart probeert te pakken. Dan wordt het heel erg lastig. Dat gezegd hebbende, denk ik dat het DNA of de kleur van de VU, net wat je zeggen wil... Ik mag het woord DNA in het bijzijn van Rens niet gebruiken, want NAC heeft namelijk geen DNA en Ajax wél. Dat DNA gooien ze elke keer over die hekken heen als er een doelpunt gemaakt is. Tegenwoordig wordt er zoveel DNA over die hekken heen gegooid. Even wachten."
00:46:30:92,00:46:37:48,Maurice Vanderfeesten,Is het haploïd of diploïd?
00:46:37:48,00:46:59:10,Cees van Gent,"Ik denk dat dat echt een gigantisch lang proces is om die blauwe kleur te krijgen op dat DNA. Dat staat wel met een visie die van bovenaf komt, maar die wordt niet heel snel geadopteerd. Dat is een heel lang antwoord op jouw vraag."
00:46:59:09,00:47:32:11,David Oldenhof,"Academisch onderwijs is hartstikke populair. Het is een ideaal. Veel mensen willen een academische graad. Denk je dat het ook ergens onder druk staat? Je ziet bijvoorbeeld veel traineeships die zeggen: we leiden ze lekker zelf op. Zie je bijvoorbeeld gevaren voor de komende jaren voor academisch onderwijs, concurrenten die dingen net beter kunnen doen of die studenten die accreditatie die ze zoeken toch op een of andere manier kunnen geven?"
00:47:35:36,00:49:17:68,Cees van Gent,"Of ik dat zie? Er is natuurlijk volgens mij door DUO en waarschijnlijk ook door het ministerie van OCW, Studielink en SURF een gezamenlijke routekaart voor flexibel onderwijs en levenslang leren onderzocht. Anderhalf jaar geleden hebben ze dat gedaan. Daar is dat heel erg duidelijk dat het academische onderwijs niet meer verzorgd moet worden door een instelling, maar dat het looppad naar die academische beloning - je noemt jezelf een Master of Arts of wat dan ook - door de student zelf in handen moet genomen worden en dat de instellingen in de landen - in ieder geval in Nederland - met z'n allen moeten gaan afspreken om dat goed te ondersteunen. De gedachte is dat het onderwijs veel modulairder wordt en dat je niet meer met diploma's gaat werken, maar met credentials of wat dan ook, dat je op een gegeven moment met een soort wallet over straat gaat lopen als student: ik heb dit en dit en dit en dit daar en daar en daar en daar en daar opgehaald en dit is mijn niveau van academische scholing."
00:49:17:68,00:49:19:92,Maurice Vanderfeesten,EduPledges.
00:49:19:92,00:49:55:29,David Oldenhof,"Je ziet best vaak bij universiteiten dat ze denken: de waarde van een opleiding zit in de content en in wat ze leren. Dat is ook een aanname, want ik kan ook zeggen: studenten gaan studeren om mensen te leren kennen en een leuke tijd te hebben en sociale dingen te doen en te feesten. Dat studeren de context is, is een soort van leuk, maar ik ben hier voor een heleboel redenen."
00:50:00:22,00:50:55:80,Cees van Gent,"Rens, je vergat volgens mij één heel belangrijk ding in de opsomming van waarom je leert en dat is inspiratie. Volgens mij kiezen mensen - bewust of onbewust - ook voor opleidingen omdat ze door een persoon of door een groep mensen geïnspireerd worden of in ieder geval getriggerd worden. Je had het net over: je gaat Frans leren. Dat doe je het beste op het strand in Frankrijk, omdat daar een interessant persoon is. Volgens mij kun je ook heel bewust Frans gaan leren omdat die docent die dat doet een ontzettend leuk iemand is en jou inspireert, terwijl je daarvóór helemaal geen flauw idee had dat je Frans zo leuk vond."
00:50:56:81,00:51:36:06,Rens van der Vorst,"Ik denk het ook, Cees. Je raakt een raak punt en jullie ook, want het is heel terecht. Je kiest ook voor wat je inspireert. Dat kunnen je medestudenten zijn, een gaaf gebouw, een gave stad, dat soort elementen. Uiteindelijk is het natuurlijk ook zo, als je naar de invloed van technologie in het onderwijs kijkt: ik denk nog steeds dat, als je ergens op een instelling studeert met de allerbeste technologische voorzieningen denkbaar, maar je toevallig een lul van een docent hebt, je dan geen goede opleiding hebt. Als je op een school studeert met de meest creepy technologische instelling die je je maar kan bedenken, - wifi die constant aan het struggelen is, dat soort ellende - maar je één fantastische, inspirerende docent hebt, dan heb je een geweldige opleiding."
00:51:36:06,00:52:20:05,Rens van der Vorst,"Uiteindelijk is het heel belangrijk om het onthouden dat wat wij doen - onderwijs - een mensenbedrijf is. Dat is echt een mensenbedrijf. Dat betekent dat al die terminologie die ook hier even voorbijkomt... Soms hoor je van die managertypes zeggen: software is eating the world. Elk bedrijf wordt een softwarebedrijf. Ik voorspel: als onderwijs een softwarebedrijf wordt, gaat het niet de goede kant op. Het is een mensenbedrijf. Het gaat om de interactie tussen mensen, tussen studenten onderling, tussen studenten en inspirerende docenten. Dat is waar de echte meerwaarde van dit soort instellingen zit. Dat beantwoordt ook een beetje jouw vraag, - denk ik - Maurice: wat is dan nog de meerwaarde als je geen papiertje meer kan halen? Dat is het volgens mij. Het is echt een mensenbedrijf."
00:52:20:05,00:53:09:03,Rens van der Vorst,"Je kunt je wél afvragen: hoe kan ik nu technologie gebruiken in studentenondersteuning en ondersteuning in het algemeen, ook van docenten zodat dat mensenbedrijf meer tot bloei komt? Als een docent alleen maar achter zijn laptop zit of alleen maar bezig is met administratieve processen, als je de student alle ruimte geeft om in zijn smartphone en in zijn TikTok-filmpjes verloren te raken of alleen maar online dingen tot zich laat nemen, dan ben je het mensenbedrijf aan het verwateren en dan moet je je echt afvragen: wordt er hier dan meer geleerd, is het dan meer betekenisvol? Of moet je juist die technologie inzetten om ervoor te zorgen dat de interactie tussen mensen - die zinvolle dialoog die daar tot stand komt - meer plaatsvindt en waardevoller wordt en beter wordt gefaciliteerd? Mijn antwoord is natuurlijk: ja. Daar zit de kern van betere ondersteuning met technologie."
00:53:09:03,00:53:13:38,Maurice Vanderfeesten,"Dat vind ik een mooie afsluiter. David, wat vind je daarvan?"
00:53:15:04,00:54:13:36,David Oldenhof,"Ik denk dat we ons best vaak blindstaren op technologie om dingen efficiënter te houden, maar vaak is het ook een beetje om dingen beheersbaar te houden. Beheersbaar is vaak een beetje de antithese van creativiteit en groei van studenten op individuele basis. Ik denk dat we hele mooie visies hebben we neergezet. De praktische uitwerking van hoe dat nu gebeurt, kunnen we de komende tijd verkennen. We hebben een paar voorbeelden gehoord van hoe je die interactie kan versterken, maar het blijft altijd mensenwerk. Het is ook een beetje een oproep om meer geld uit te geven aan mensen en minder aan technologie, want het gaat uiteindelijk om mensen. Ik ben persoonlijk blij dat dit toch een van de belangrijkste conclusies is van een gesprek dat over technologie gaat."
00:54:14:77,00:54:26:09,Rens van der Vorst,"Om wat je net zei, David, - technologie is vaak gericht op efficiëntie - misschien nog wat te versterken, nog een mooi voorbeeld. Efficiëntie is natuurlijk geen waarde op zichzelf."
00:54:26:79,00:54:28:41,David Oldenhof,Precies.
00:54:28:41,00:55:01:91,Rens van der Vorst,"Als jij efficiënt kan bestellen bij de McDonald's, ik heel graag, maar als ik efficiënt kan bestellen bij een restaurant waar ik uit eten ga, met een QR-code of zo, heel graag niet, want dan wil ik even met die ober praten, even welkom worden geheten. Ik wil die experience meemaken. Die technologie die op de ene plek heel goed werkt, werkt op de andere plek helemaal niet. Juist door heel goed na te denken over wat onderwijs nu echt is, kun je ook veel beter nadenken over welke technologie ik hier echt nodig heb en welke ook absoluut niet. Punt."
00:55:01:91,00:55:17:62,Maurice Vanderfeesten,"Dank. Ik zit te kijken. We zijn al ruim over tijd en we hebben nog een hoofdstukje gewicht van het verleden, maar in principe hebben we dat een beetje ertussendoor gebogen."
00:55:19:32,00:55:19:81,David Oldenhof,"Volgens mij zijn we klaar, Maurice."
00:55:19:81,00:55:19:81,Maurice Vanderfeesten,Precies.
00:55:19:81,00:55:19:81,David Oldenhof,Volgens mij hebben we al a lot of thruth on.
00:55:26:69,00:55:27:17,Maurice Vanderfeesten,Zeker.
00:55:27:98,00:55:33:37,David Oldenhof,Daar moet ik even over nadenken.
00:55:34:29,00:55:40:29,Cees van Gent,We gaan al die Engelstalige uitdrukkingen eruit filteren.
00:55:41:03,00:55:43:95,David Oldenhof,Je kan alles met AI vertalen.
00:55:44:96,00:56:03:36,Maurice Vanderfeesten,"Even één slotdingetje: hebben jullie nog iets wat jullie de luisteraars - die er misschien zijn - willen meegeven, iets te promoten waar ze naar moeten kijken of iets dergelijks of een levensles?"
00:56:09:78,00:56:17:67,Cees van Gent,"Het onderwijs gaat over liefde, warmte en aandacht en mensen zien. Daar gaat onderwijs over."
00:56:19:15,00:56:19:67,Maurice Vanderfeesten,Mooi.
00:56:19:67,00:56:37:33,Cees van Gent,De technologie moet die liefde en warmte en aandacht op het juiste moment ondersteunen. Dat vergeten we wel eens.
00:56:39:43,00:57:21:13,Rens van der Vorst,"Ik zou willen zeggen: lees vooral Digitale gremlins, mijn nieuwe boek. Dat promoot ik dan even. Digitale gremlins kwam uit in april van dit jaar en is inmiddels al in de vierde druk. Het loopt als een trein. Het gaat heel erg over hoe we ons soms kunnen onttrekken aan de greep van het algoritme in onze zoektocht om een beter mens te worden. Het is ook weer on topic. Lees vooral Digitale gremlins. Je hebt het online, je hebt het als boek en ook als luisterboek, niet eens door mij ingesproken, want dan zat er een te vet Brabants accent op en dat paste niet helemaal bij de briljante inhoud. Doe dat vooral. Verder sluit ik me vooral ook heel erg aan bij de eindopsomming van Cees."
00:57:21:85,00:57:30:43,Maurice Vanderfeesten,"Heel hartelijk dank, Rens en Cees, voor jullie kennis en expertise en tot de volgende keer."
